horizon,alpha,alpha_p,alpha_se,alpha_t,encompassing_verdict,lambda1,lambda1_p,lambda1_se,lambda1_t,lambda2,lambda2_p,lambda2_p_one_sided,lambda2_se,lambda2_t,r2,svd_adds_info,svd_encompasses,svd_significantly_negative
5,-0.8116088959479157,0.033677027831039895,0.3821282265629633,-2.123917678753801,not significant,0.6236100459053271,0.80974812831697,2.5902700739249624,0.24075097503650983,1.173753271021149,0.6410853145930232,0.3205426572965116,2.5178011165235366,0.4661818851847255,0.3701504258344306,False,False,False
