horizon,alpha,alpha_p,alpha_se,alpha_t,encompassing_verdict,lambda1,lambda1_p,lambda1_se,lambda1_t,lambda2,lambda2_p,lambda2_p_one_sided,lambda2_se,lambda2_t,r2,svd_adds_info,svd_encompasses,svd_significantly_negative
1,-0.3310559405940196,0.3489162783833535,0.35343040862174213,-0.9366934268192278,"SVD adds info (lambda2>0, p_one<.05)",0.10663751401328753,0.8346675151167827,0.5109139748632148,0.20871911762021625,1.1842565095460842,6.117704783564544e-05,3.058852391782272e-05,0.2954566591671985,4.008224126286878,0.3534297733571541,True,True,False
