cov_estimator,model,RMSE,R2,MALE,QLIKE
linear_shrinkage,HAR,6.053417412851945,0.22185254136382637,194.25763598355928,1.52635918200198
linear_shrinkage,HAR+SVD,5.667375108694414,0.3179368650102672,195.21507289745307,1.5298554018244044
qis_primary,HAR,6.053417412851945,0.22185254136382637,194.25763598355928,1.52635918200198
qis_primary,HAR+SVD,5.576871549825155,0.3395469602674899,196.0331698675702,1.5345523867552047
bbp_rie,HAR,6.053417412851945,0.22185254136382637,194.25763598355928,1.52635918200198
bbp_rie,HAR+SVD,6.213382340825742,0.18018319283146012,194.42898809093177,1.5243166027247539
